speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
smeargle,Smeargle,97.8,,,,,LOCK_ON,V_CREATE,LEAF_BLADE,100,100,100,91.1,stunfisk_galarian:774;bastiodon:751;jellicent:848;bronzor:644;shuckle_shadow:614,wobbuffet:338;wynaut:492;wobbuffet_shadow:419;deino:494;altaria:391
wooloo,Wooloo,49,,,,,TACKLE,WILD_CHARGE,STOMP,40.8,41.1,45.1,42.8,jellicent:584;victreebel_shadow:526;granbull_shadow:526;golbat:547;gardevoir:589,stunfisk_galarian:280;bastiodon:306;bronzor:300;smeargle:192;shuckle:339
fletchling,Fletchling,48.9,,,,,QUICK_ATTACK,AERIAL_ACE,SWIFT,35.3,39.8,45.5,32.5,budew:618;chikorita:596;skorupi_shadow:564;oddish_shadow:505;skorupi:602,stunfisk_galarian:362;jellicent:416;smeargle:196;wobbuffet:212;nidoqueen_shadow:318
persian_alolan,Persian (Alolan),48.9,,,,,FEINT_ATTACK,FOUL_PLAY,PLAY_ROUGH,42.6,36.2,42.8,39.7,bronzor:571;jellicent:525;marowak_alolan:629;dusclops_shadow:837;jirachi:837,bastiodon:462;stunfisk_galarian:260;wobbuffet:436;smeargle:181;shuckle_shadow:279
phanpy,Phanpy,48.9,,,,,ROCK_SMASH,BODY_SLAM,ROCK_SLIDE,41.8,30.3,45.4,34.5,bastiodon:739;pachirisu:611;sandslash_alolan:722;sandshrew_alolan:722;aggron_shadow:807,stunfisk_galarian:372;shuckle_shadow:422;shuckle:458;smeargle:211;bronzor:207
unfezant,Unfezant,48.9,,,,,AIR_SLASH,SKY_ATTACK,HYPER_BEAM,32.1,34,46.7,41.2,jellicent:635;victreebel_shadow:614;gloom_shadow:600;vileplume_shadow:614;oddish_shadow:600,stunfisk_galarian:183;wobbuffet:310;nidoqueen_shadow:350;smeargle:133;wynaut:345
wurmple,Wurmple,48.9,,,,,BUG_BITE,STRUGGLE,,36.9,39.3,41.1,45,victreebel_shadow:669;chikorita:633;gloom_shadow:522;vileplume_shadow:596;oddish_shadow:555,stunfisk_galarian:306;bastiodon:175;smeargle:185;wobbuffet:317;bronzor:261
yanma,Yanma,48.9,,,,,WING_ATTACK,AERIAL_ACE,SILVER_WIND,30.4,31.5,45.1,37.7,victreebel_shadow:746;budew:680;gloom_shadow:638;oddish_shadow:674;vileplume_shadow:710,stunfisk_galarian:158;wobbuffet:308;jellicent:333;wynaut:492;nidoqueen_shadow:343
beheeyem,Beheeyem,48.8,,,,,CONFUSION,ROCK_SLIDE,PSYCHIC,37.8,36.9,43.6,43.9,nidoqueen_shadow:684;skorupi_shadow:853;skorupi:807;vileplume:538;nidoqueen:600,stunfisk_galarian:234;bastiodon:193;smeargle:225;jellicent:383;shuckle_shadow:327
happiny,Happiny,48.8,,,,,POUND,PSYCHIC,,37.7,35.6,54.4,40.8,jellicent:552;skorupi:504;abra:686;abra_shadow:863;absol_shadow:634,stunfisk_galarian:280;bastiodon:256;smeargle:192;shuckle:327;shuckle_shadow:291
staraptor,Staraptor,48.8,,,,,WING_ATTACK,BRAVE_BIRD,CLOSE_COMBAT,29.7,32.7,50.5,36.4,jellicent:626;victreebel_shadow:507;vileplume_shadow:556;gloom:556;oddish:507,stunfisk_galarian:173;wobbuffet:406;smeargle:122;nidoqueen_shadow:306;wynaut:414
zebstrika,Zebstrika,48.8,,,,,SPARK,WILD_CHARGE,FLAME_CHARGE,25.6,32.9,51.1,28.2,skarmory:707;golbat_shadow:678;pidgeot:635;chinchou:571;abra:850,stunfisk_galarian:117;jellicent:427;bastiodon:168;bronzor:288;wobbuffet:312
cloyster,Cloyster,48.7,,,,,ICE_SHARD,ICY_WIND,HYDRO_PUMP,31.5,40.4,41.4,39.7,nidoqueen_shadow:657;nidoqueen:657;golbat:740;skarmory:601;wooper_shadow:546,stunfisk_galarian:255;jellicent:366;smeargle:155;bastiodon:118;bronzor:192
lunatone,Lunatone,48.7,,,,,CONFUSION,ROCK_SLIDE,PSYCHIC,38,36.9,41.5,44.1,nidoqueen_shadow:780;skorupi_shadow:896;skorupi:579;mawile_shadow:554;nidoqueen:823,stunfisk_galarian:250;bastiodon:206;smeargle:207;shuckle_shadow:333;jellicent:350
solrock,Solrock,48.7,,,,,CONFUSION,ROCK_SLIDE,PSYCHIC,38,36.9,41.5,44.1,nidoqueen_shadow:780;skorupi_shadow:896;skorupi:579;mawile_shadow:554;nidoqueen:823,stunfisk_galarian:250;bastiodon:206;smeargle:207;shuckle_shadow:333;jellicent:350
staravia_shadow,Staravia (Shadow),48.7,,,,,WING_ATTACK,BRAVE_BIRD,AERIAL_ACE,36,33.8,47.9,39.3,jellicent:675;victreebel_shadow:587;gloom_shadow:562;oddish_shadow:562;vileplume_shadow:562,stunfisk_galarian:209;wobbuffet:425;bronzor:284;smeargle:170;nidoqueen_shadow:356
electabuzz,Electabuzz,48.6,,,,,THUNDER_SHOCK,THUNDER_PUNCH,RETURN,34.8,34.7,41.7,25.1,jellicent:765;marowak_alolan:568;seel:674;sandslash_alolan:651;golbat:780,bastiodon:331;stunfisk_galarian:153;smeargle:266;bronzor:319;wobbuffet:289
mamoswine_shadow,Mamoswine (Shadow),48.6,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,31.5,28.3,47.1,37.7,nidoqueen_shadow:608;pachirisu:660;nidoqueen:685;golbat:576;golbat_shadow:673,stunfisk_galarian:311;shuckle_shadow:327;bastiodon:131;shuckle:303;bronzor:226
meowstic,Meowstic (Male),48.6,,,,,CONFUSION,PSYCHIC,THUNDERBOLT,39.7,37.7,41.4,45,nidoqueen_shadow:713;victreebel_shadow:560;budew:533;gloom_shadow:600;skorupi_shadow:833,stunfisk_galarian:290;bastiodon:231;smeargle:248;jellicent:405;shuckle_shadow:166
persian_shadow,Persian (Shadow),48.6,,,,,FEINT_ATTACK,NIGHT_SLASH,PLAY_ROUGH,39.4,35.2,43.9,34.1,jellicent:698;marowak_alolan:647;forretress:532;skarmory:532;dusclops_shadow:775,stunfisk_galarian:260;bastiodon:375;smeargle:303;bronzor:342;wobbuffet:306
sneasel_shadow,Sneasel (Shadow),48.6,,,,,ICE_SHARD,AVALANCHE,FOUL_PLAY,31.6,29.9,39.7,42.1,nidoqueen_shadow:640;nidoqueen:601;torterra_shadow:593;golbat:703;golbat_shadow:656,stunfisk_galarian:362;bronzor:396;smeargle:170;jellicent:255;victreebel_shadow:486
bidoof_shadow,Bidoof (Shadow),48.5,,,,,TACKLE,GRASS_KNOT,HYPER_FANG,36.3,42.1,39.9,45.1,nidoqueen_shadow:600;skorupi_shadow:558;victreebel:508;beedrill_shadow:617;abra:882,stunfisk_galarian:290;smeargle:277;bastiodon:218;shuckle_shadow:232;jellicent:233
seadra,Seadra,48.5,,,,,DRAGON_BREATH,HYDRO_PUMP,BLIZZARD,28.9,40.2,39.6,47.3,marowak_alolan:508;skorupi:524;golbat_shadow:596;deino:540;vulpix_shadow:701,stunfisk_galarian:224;jellicent:422;bastiodon:168;smeargle:177;nidoqueen_shadow:425
stoutland,Stoutland,48.5,,,,,LICK,WILD_CHARGE,CRUNCH,37.5,30.7,50.7,37,jellicent:760;dusclops_shadow:809;jirachi:626;bronzong:535;abra:894,stunfisk_galarian:219;bastiodon:356;bronzor:419;shuckle_shadow:297;shuckle:303
bellsprout,Bellsprout,48.4,,,,,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,37.2,28.4,41.2,32.4,jellicent:676;marill:585;cottonee:539;budew:596;seel:528,stunfisk_galarian:260;bastiodon:212;wobbuffet:329;shuckle_shadow:309;smeargle:122
eelektrik,Eelektrik,48.4,,,,,SPARK,DISCHARGE,CRUNCH,27.6,36.9,47.9,28.3,skorupi:506;seel:532;forretress:532;skarmory:737;forretress_shadow:532,bastiodon:331;stunfisk_galarian:107;jellicent:355;bronzor:261;wobbuffet:280
staravia,Staravia,48.4,,,,,WING_ATTACK,BRAVE_BIRD,AERIAL_ACE,35.7,34.1,45.1,36.1,jellicent:662;victreebel_shadow:606;budew:506;oddish_shadow:550;vileplume_shadow:600,stunfisk_galarian:158;wobbuffet:357;smeargle:181;bronzor:273;nidoqueen_shadow:343
swellow,Swellow,48.4,,,,,WING_ATTACK,BRAVE_BIRD,SKY_ATTACK,32.3,32.2,47.3,36.6,jellicent:659;victreebel_shadow:543;gloom_shadow:536;vileplume_shadow:536;diggersby:652,stunfisk_galarian:158;wobbuffet:406;bronzor:265;smeargle:151;nidoqueen_shadow:306
xatu,Xatu,48.4,,,,,AIR_SLASH,AERIAL_ACE,FUTURE_SIGHT,32.2,35.4,45.8,41.3,victreebel_shadow:641;budew:552;gloom_shadow:634;oddish_shadow:634;vileplume_shadow:582,stunfisk_galarian:183;jellicent:344;wobbuffet:304;smeargle:159;wynaut:479
elgyem,Elgyem,48.3,,,,,CONFUSION,PSYCHIC,DARK_PULSE,41,38.2,41.1,44.5,nidoqueen_shadow:701;marowak_alolan:525;skorupi_shadow:876;gloom_shadow:532;skorupi:837,stunfisk_galarian:280;bastiodon:256;smeargle:270;jellicent:438;wobbuffet:359
carvanha,Carvanha,48.2,,,,,SNARL,CRUNCH,POISON_FANG,44.8,22.8,46,24.4,stunfisk_galarian:677;bronzor:727;jellicent:727;marowak_alolan:613;sandslash_alolan:613,smeargle:222;bastiodon:131;shuckle_shadow:184;wobbuffet:155;shuckle:172
staraptor_shadow,Staraptor (Shadow),48.2,,,,,WING_ATTACK,BRAVE_BIRD,CLOSE_COMBAT,28.4,33.4,47.6,39.6,victreebel_shadow:535;gloom_shadow:507;vileplume_shadow:535;oddish_shadow:507;vileplume:556,stunfisk_galarian:229;jellicent:411;smeargle:151;nidoqueen_shadow:312;bastiodon:87
torkoal,Torkoal,48.2,,,,,FIRE_SPIN,OVERHEAT,EARTHQUAKE,42.6,34.6,45.4,41.9,victreebel_shadow:716;cottonee:587;budew:641;gloom_shadow:695;spritzee:506,stunfisk_galarian:362;bastiodon:231;smeargle:248;bronzor:303;nidoqueen_shadow:356
mr_rime,Mr. Rime,48.1,,,,,CONFUSION,ICY_WIND,PSYCHIC,36.2,37.5,40.3,42.9,nidoqueen_shadow:735;skorupi_shadow:816;gloom_shadow:514;skorupi:816;oddish_shadow:514,stunfisk_galarian:234;jellicent:438;bastiodon:156;smeargle:181;wobbuffet:240
porygon2,Porygon2,48.1,,,,,LOCK_ON,TRI_ATTACK,ZAP_CANNON,35.2,34.6,43.7,19.3,jellicent:675;marill:527;skarmory:567;golbat_shadow:621;dusclops_shadow:608,smeargle:248;stunfisk_galarian:107;bronzor:323;shuckle:380;shuckle_shadow:333
simisage,Simisage,48.1,,,,,VINE_WHIP,GRASS_KNOT,CRUNCH,33.4,30.8,46.3,32.1,marill:616;pachirisu:746;seel:664;wooper_shadow:883;skrelp:664,stunfisk_galarian:260;bastiodon:231;jellicent:416;wobbuffet:329;bronzor:276
axew,Axew,47.9,,,,,SCRATCH,DRAGON_CLAW,AQUA_TAIL,31.8,40.5,38.6,44.8,victreebel_shadow:556;vileplume_shadow:549;mawile_shadow:514;vileplume:605;gloom:507,stunfisk_galarian:219;smeargle:270;bastiodon:156;nidoqueen_shadow:425;jellicent:233
mamoswine,Mamoswine,47.9,,,,,POWDER_SNOW,AVALANCHE,BULLDOZE,30.4,29.4,44.6,34.4,nidoqueen_shadow:685;pachirisu:743;nidoqueen:660;golbat:596;nidorina:608,stunfisk_galarian:260;bronzor:342;bastiodon:143;shuckle_shadow:303;smeargle:122
porygon2_shadow,Porygon2 (Shadow),47.9,,,,,LOCK_ON,TRI_ATTACK,ZAP_CANNON,33.8,29.4,44.5,19.3,bastiodon:506;jellicent:662;golbat:621;skarmory:506;golbat_shadow:520,smeargle:277;bronzor:361;stunfisk_galarian:107;shuckle_shadow:363;shuckle:333
skitty,Skitty,47.9,,,,,FEINT_ATTACK,WILD_CHARGE,DISARMING_VOICE,37.8,36.2,42,34.2,jellicent:761;marowak_alolan:561;dusclops_shadow:695;jirachi:595;bronzong:623,stunfisk_galarian:270;bastiodon:312;bronzor:326;wobbuffet:323;smeargle:159
frogadier,Frogadier,47.8,,,,,BUBBLE,SURF,AERIAL_ACE,37.7,33,39.3,30.5,bastiodon:528;marowak_alolan:528;mawile_shadow:528;skarmory:528;mawile:507,stunfisk_galarian:311;jellicent:361;shuckle_shadow:321;bronzor:257;nidoqueen_shadow:412
suicune_shadow,Suicune (Shadow),47.7,,,,,SNARL,BUBBLE_BEAM,HYDRO_PUMP,48.9,45.2,31.9,25.9,stunfisk_galarian:532;bastiodon:608;sandslash_alolan:634;seel:564;mawile_shadow:564,bronzor:334;wobbuffet:361;nidoqueen_shadow:487;shuckle_shadow:327;smeargle:159
vanilluxe,Vanilluxe,47.7,,,,,FROST_BREATH,BLIZZARD,SIGNAL_BEAM,34.4,37.4,41.2,47.7,nidoqueen_shadow:642;victreebel_shadow:523;togekiss:555;nidoqueen:626;torterra_shadow:682,stunfisk_galarian:341;smeargle:200;bastiodon:112;jellicent:250;wobbuffet:168
girafarig,Girafarig,47.6,,,,,CONFUSION,PSYCHIC,THUNDERBOLT,37.5,37.7,39.6,43.2,nidoqueen_shadow:715;marowak_alolan:548;skorupi_shadow:868;skorupi:826;vileplume:583,stunfisk_galarian:280;bastiodon:225;smeargle:270;jellicent:438;shuckle_shadow:196
glaceon,Glaceon,47.6,,,,,ICE_SHARD,AVALANCHE,ICY_WIND,30.7,33.3,38,39.3,nidoqueen_shadow:614;nidoqueen:552;golbat:675;skarmory:508;golbat_shadow:719,stunfisk_galarian:290;bronzor:219;smeargle:133;bastiodon:100;jellicent:211
sigilyph,Sigilyph,47.6,,,,,AIR_SLASH,ANCIENT_POWER,SIGNAL_BEAM,32.3,35.5,43.9,40.6,victreebel_shadow:636;wobbuffet_shadow:515;budew:545;gloom_shadow:628;oddish_shadow:628,stunfisk_galarian:183;smeargle:185;jellicent:305;wobbuffet:272;nidoqueen_shadow:381
yanmega,Yanmega,47.6,,,,,WING_ATTACK,AERIAL_ACE,BUG_BUZZ,31.8,31.5,43.1,38.3,victreebel_shadow:700;wobbuffet_shadow:778;budew:621;gloom_shadow:714;oddish_shadow:714,stunfisk_galarian:158;wobbuffet:442;bronzor:280;jellicent:333;wynaut:471
bidoof,Bidoof,47.5,,,,,TACKLE,SUPER_POWER,GRASS_KNOT,36.9,41.1,44,42.1,victreebel_shadow:508;gardevoir:571;golbat:550;abra:869;abra_shadow:882,stunfisk_galarian:290;bastiodon:275;shuckle:392;smeargle:188;jellicent:355
espeon,Espeon,47.5,,,,,CONFUSION,SHADOW_BALL,PSYCHIC,35.4,35.7,40.5,43.5,nidoqueen_shadow:640;victreebel_shadow:543;marowak_alolan:570;skorupi_shadow:833;skorupi:780,stunfisk_galarian:260;smeargle:240;jellicent:433;bastiodon:162;shuckle:196
fearow,Fearow,47.5,,,,,PECK,SKY_ATTACK,DRILL_RUN,34.8,37.5,41.7,43.8,jellicent:625;victreebel_shadow:666;gloom_shadow:611;oddish_shadow:611;vileplume_shadow:611,stunfisk_galarian:209;smeargle:225;nidoqueen_shadow:400;bastiodon:112;wobbuffet:172
mesprit,Mesprit,47.5,,,,,CONFUSION,FUTURE_SIGHT,BLIZZARD,38.1,38.8,38.1,43.8,nidoqueen_shadow:723;skorupi_shadow:807;gloom_shadow:538;skorupi:869;oddish_shadow:538,stunfisk_galarian:290;bastiodon:225;smeargle:248;jellicent:350;wynaut:422
minun,Minun,47.5,,,,,SPARK,THUNDERBOLT,GRASS_KNOT,28,31.1,47.6,29.2,skarmory:777;pidgeot:668;jirachi:506;empoleon:520;chinchou:560,bastiodon:387;stunfisk_galarian:107;bronzor:265;jellicent:333;smeargle:137
remoraid,Remoraid,47.5,,,,,MUD_SHOT,ROCK_BLAST,WATER_PULSE,35,37.9,40.6,22.5,bastiodon:525;marowak_alolan:759;sandslash_alolan:733;mawile_shadow:590;vulpix_alolan:759,stunfisk_galarian:285;jellicent:333;bronzor:238;shuckle_shadow:244;wobbuffet:225
ursaring,Ursaring,47.5,,,,,SHADOW_CLAW,CLOSE_COMBAT,HYPER_BEAM,32,32.3,52.5,33.2,jellicent:684;dusclops_shadow:753;jirachi:527;abra:856;abra_shadow:835,stunfisk_galarian:285;bastiodon:212;bronzor:353;shuckle_shadow:309;nidoqueen_shadow:306
cacnea,Cacnea,47.4,,,,,POISON_STING,GRASS_KNOT,SEED_BOMB,32.1,26,50.5,19.1,jellicent:671;seel:730;chansey:519;empoleon:532;skrelp:578,stunfisk_galarian:479;wobbuffet:263;shuckle_shadow:214;shuckle:202;bronzor:157
roselia,Roselia,47.4,,,,,POISON_JAB,SLUDGE_BOMB,PETAL_BLIZZARD,36.7,31.1,40.2,42.6,victreebel_shadow:677;cottonee:717;marill:548;wigglytuff:637;spritzee:548,stunfisk_galarian:117;wobbuffet:387;smeargle:181;jellicent:272;wynaut:404
arcanine,Arcanine,47.2,,,,,SNARL,WILD_CHARGE,FLAMETHROWER,29,26.6,43.7,19.6,jellicent:683;marowak_alolan:725;sandslash_alolan:535;forretress:654;skarmory:570,smeargle:337;stunfisk_galarian:147;bronzor:369;wobbuffet:289;marill:347
hitmonlee_shadow,Hitmonlee (Shadow),47.2,,,,,ROCK_SMASH,CLOSE_COMBAT,STONE_EDGE,45.2,31.1,33.2,41.9,stunfisk_galarian:707;bastiodon:669;sandslash_alolan:811;sandshrew_alolan:754;forretress:537,smeargle:259;shuckle:238;shuckle_shadow:202;nidoqueen_shadow:250;jellicent:183
honchkrow,Honchkrow,47.2,,,,,SNARL,BRAVE_BIRD,SKY_ATTACK,33.2,28.3,43.3,23.5,jellicent:775;marowak_alolan:512;melmetal:618;diggersby:550;dusclops_shadow:518,stunfisk_galarian:413;wobbuffet:429;bronzor:307;wobbuffet_shadow:487;bastiodon:81
kricketot,Kricketot,47.2,,,,,BUG_BITE,STRUGGLE,,38.5,35.1,42.1,43.7,victreebel_shadow:606;gloom_shadow:638;chikorita:726;vileplume_shadow:694;oddish_shadow:666,stunfisk_galarian:336;bastiodon:212;wobbuffet:346;smeargle:196;jellicent:277
azelf,Azelf,47.1,,,,,CONFUSION,FUTURE_SIGHT,FIRE_BLAST,35.5,36.2,38,43.7,nidoqueen_shadow:616;victreebel_shadow:533;marowak_alolan:541;skorupi_shadow:791;skorupi:791,stunfisk_galarian:255;smeargle:259;jellicent:427;bastiodon:156;shuckle:196
luxray,Luxray,47.1,,,,,SPARK,WILD_CHARGE,CRUNCH,27.1,29.9,50,27,skarmory:661;golbat_shadow:705;pidgeot:625;chinchou:566;abra:845,bastiodon:437;stunfisk_galarian:107;bronzor:292;jellicent:355;wobbuffet:300
arbok,Arbok,47,,,,,DRAGON_TAIL,DARK_PULSE,SLUDGE_WAVE,32.3,37.8,40.2,43.8,victreebel_shadow:543;oddish_shadow:543;vileplume_shadow:543;vileplume:565;nidoqueen:507,stunfisk_galarian:219;smeargle:240;bastiodon:193;jellicent:372;nidoqueen_shadow:487
arcanine_shadow,Arcanine (Shadow),47,,,,,SNARL,WILD_CHARGE,FLAMETHROWER,28.8,23.3,48.2,20.9,jellicent:626;marowak_alolan:676;forretress:654;golbat:535;skarmory:514,smeargle:418;stunfisk_galarian:183;bronzor:442;bastiodon:81;wobbuffet:136
deerling,Deerling,47,,,,,TACKLE,WILD_CHARGE,SEED_BOMB,37.5,37.8,42.6,41.5,jellicent:510;victreebel_shadow:612;budew:591;oddish_shadow:543;vileplume:612,stunfisk_galarian:331;bastiodon:225;smeargle:140;shuckle_shadow:220;nidoqueen_shadow:318
jolteon,Jolteon,46.9,,,,,VOLT_SWITCH,DISCHARGE,LAST_RESORT,31.7,35.3,44.8,35.8,seel:584;golbat:720;skarmory:652;golbat_shadow:754;pidgeot:610,bastiodon:418;stunfisk_galarian:132;jellicent:483;bronzor:284;wobbuffet:304
miltank,Miltank,46.9,,,,,TACKLE,BODY_SLAM,ICE_BEAM,35.9,41.3,40.6,41.2,bulbasaur:715;pidgeot:505;abra:883;abra_shadow:860;absol:790,stunfisk_galarian:280;bastiodon:312;jellicent:400;smeargle:181;shuckle_shadow:273
cherubi,Cherubi,46.8,,,,,BULLET_SEED,SEED_BOMB,DAZZLING_GLEAM,35.2,34,37.2,25.1,jellicent:788;marill:658;pachirisu:523;seel:711;torterra_shadow:505,stunfisk_galarian:403;bastiodon:268;wobbuffet:270;shuckle:178;bronzor:134
furret,Furret,46.8,,,,,QUICK_ATTACK,BRICK_BREAK,HYPER_BEAM,39.6,43.1,39.6,31.9,bastiodon:516;sandshrew_alolan:521;deino:559;beedrill_shadow:505;vulpix_shadow:576,stunfisk_galarian:387;jellicent:444;smeargle:181;nidoqueen_shadow:443;bronzor:176
mismagius,Mismagius,46.8,,,,,HEX,SHADOW_BALL,DARK_PULSE,34,26.5,46.1,27.9,wynaut:720;wobbuffet_shadow:771;abra:788;abra_shadow:796;aipom:516,stunfisk_galarian:219;bronzor:473;wobbuffet:472;bastiodon:175;jellicent:333
bellsprout_shadow,Bellsprout (Shadow),46.7,,,,,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,35.9,27.6,39.2,35.3,jellicent:623;wooper_shadow:847;bayleef:535;turtwig:535;chansey:523,stunfisk_galarian:311;bastiodon:193;wobbuffet:395;shuckle_shadow:309;shuckle:309
ursaring_shadow,Ursaring (Shadow),46.7,,,,,SHADOW_CLAW,CLOSE_COMBAT,HYPER_BEAM,34.6,30.5,48.5,35.8,jellicent:849;marowak_alolan:616;dusclops_shadow:856;abra:835;abra_shadow:876,stunfisk_galarian:341;bastiodon:175;shuckle_shadow:291;shuckle:309;bronzor:234
amoonguss,Amoonguss,46.6,,,,,FEINT_ATTACK,GRASS_KNOT,SLUDGE_BOMB,43.1,36.3,42.1,35.3,victreebel_shadow:682;cottonee:533;budew:668;pachirisu:572;spritzee:533,stunfisk_galarian:270;bastiodon:425;wobbuffet:361;jellicent:383;smeargle:181
electrike_shadow,Electrike (Shadow),46.6,,,,,SPARK,DISCHARGE,THUNDERBOLT,26.2,29.5,49.1,30.1,seel:532;skarmory:647;golbat_shadow:679;chansey:512;pidgeot:532,bastiodon:212;bronzor:338;jellicent:416;stunfisk_galarian:107;wobbuffet:317
kabuto,Kabuto,46.6,,,,,MUD_SHOT,ANCIENT_POWER,AQUA_JET,45,24.5,38.3,20.1,stunfisk_galarian:718;nidoqueen_shadow:609;marowak_alolan:800;sandslash_alolan:718;mawile_shadow:690,bastiodon:406;jellicent:350;shuckle_shadow:273;shuckle:250;bronzor:188
mr_mime_galarian,Mr. Mime (Galarian),46.6,,,,,CONFUSION,ICE_PUNCH,PSYCHIC,34.8,36.3,38,42.4,nidoqueen_shadow:694;skorupi_shadow:838;skorupi:855;vileplume:593;nidoqueen:618,stunfisk_galarian:234;jellicent:438;smeargle:181;bastiodon:131;wobbuffet:231
honchkrow_shadow,Honchkrow (Shadow),46.5,,,,,SNARL,BRAVE_BIRD,SKY_ATTACK,35.3,25.7,44.2,24.6,jellicent:731;wobbuffet_shadow:512;melmetal:556;jirachi:618;bronzong:618,stunfisk_galarian:494;wobbuffet:463;bronzor:326;wynaut:492;smeargle:96
jynx,Jynx,46.4,,,,,CONFUSION,AVALANCHE,ICE_PUNCH,34.5,33.6,39.3,42.6,nidoqueen_shadow:679;victreebel_shadow:593;skorupi_shadow:851;skorupi:804;gloom:531,stunfisk_galarian:234;jellicent:405;smeargle:196;wobbuffet:325;bronzor:200
koffing,Koffing,46.4,,,,,INFESTATION,DARK_PULSE,SLUDGE_BOMB,29.8,24.8,45.1,22.4,cottonee:564;spritzee:571;budew:564;chikorita:621;togekiss:542,bastiodon:300;stunfisk_galarian:142;wobbuffet:314;bronzor:230;smeargle:122
persian,Persian,46.4,,,,,FEINT_ATTACK,NIGHT_SLASH,RETURN,35.5,36.1,41.5,32.4,jellicent:692;marowak_alolan:512;forretress:532;forretress_shadow:532;dusclops_shadow:653,stunfisk_galarian:250;bastiodon:293;bronzor:323;smeargle:181;wobbuffet:297
electrike,Electrike,46.3,,,,,SPARK,DISCHARGE,THUNDERBOLT,28,31.4,46,27,marill:550;skorupi:506;seel:537;forretress:537;skarmory:740,bastiodon:368;stunfisk_galarian:107;jellicent:355;wobbuffet:282;bronzor:223
shinx,Shinx,46.2,,,,,SPARK,DISCHARGE,THUNDERBOLT,27.6,31.5,44.9,27.6,marill:568;skorupi:517;seel:580;skarmory:718;chansey:545,bastiodon:343;stunfisk_galarian:107;jellicent:355;wobbuffet:287;bronzor:223
sneasel,Sneasel,46.2,,,,,ICE_SHARD,AVALANCHE,FOUL_PLAY,28.6,28.8,36.9,38.4,nidoqueen_shadow:601;torterra_shadow:656;nidoqueen:531;golbat:656;golbat_shadow:703,stunfisk_galarian:290;bronzor:319;smeargle:133;bastiodon:100;jellicent:211
starly,Starly,46.2,,,,,QUICK_ATTACK,BRAVE_BIRD,AERIAL_ACE,31.8,34.7,42.6,31.6,jellicent:619;budew:538;chikorita:516;skorupi:554;forretress:532,stunfisk_galarian:158;wobbuffet:353;smeargle:181;nidoqueen_shadow:343;marill:480
chatot,Chatot,46.1,,,,,PECK,SKY_ATTACK,NIGHT_SHADE,32,36.9,39,43.7,victreebel_shadow:607;gloom_shadow:583;vileplume_shadow:642;oddish_shadow:583;vileplume:625,stunfisk_galarian:209;jellicent:466;smeargle:188;nidoqueen_shadow:393;bastiodon:112
blitzle,Blitzle,45.8,,,,,SPARK,DISCHARGE,FLAME_CHARGE,26.6,34,40.2,28.5,skorupi:529;seel:575;skarmory:715;venonat:529;pidgeot:610,bastiodon:331;stunfisk_galarian:107;jellicent:355;bronzor:269;wobbuffet:244
carvanha_shadow,Carvanha (Shadow),45.8,,,,,SNARL,CRUNCH,POISON_FANG,39.7,21.6,48.6,24.1,stunfisk_galarian:613;bronzor:689;jellicent:639;marowak_alolan:537;sandslash_alolan:550,bastiodon:106;smeargle:122;shuckle:184;shuckle_shadow:148;marill:292
rattata_alolan,Rattata (Alolan),45.8,,,,,QUICK_ATTACK,CRUNCH,HYPER_FANG,30.7,30.4,43.6,31.1,jellicent:753;skorupi:506;stunky_shadow:506;skarmory:577;dusclops_shadow:603,bastiodon:281;stunfisk_galarian:158;bronzor:346;smeargle:181;nidoqueen_shadow:343
golem,Golem,45.7,,,,,MUD_SHOT,STONE_EDGE,EARTHQUAKE,41.9,20.4,41.2,24.1,bastiodon:694;bronzor:522;shuckle_shadow:522;nidoqueen_shadow:537;pachirisu:701,stunfisk_galarian:209;shuckle:464;wobbuffet:248;jellicent:166;smeargle:81
noivern,Noivern,45.7,,,,,AIR_SLASH,HURRICANE,PSYCHIC,31.3,34.5,37.7,42.8,victreebel_shadow:791;budew:750;gloom_shadow:756;oddish_shadow:756;vileplume_shadow:756,stunfisk_galarian:183;smeargle:211;jellicent:327;nidoqueen_shadow:375;wobbuffet:206
weepinbell,Weepinbell,45.7,,,,,BULLET_SEED,POWER_WHIP,SEED_BOMB,30.7,29.5,42,22.5,jellicent:683;marill:544;chikorita:506;seel:715;torterra_shadow:544,stunfisk_galarian:183;bastiodon:137;wobbuffet:274;shuckle_shadow:232;victreebel_shadow:486
blissey,Blissey,45.6,,,,,POUND,PSYCHIC,HYPER_BEAM,33,33.6,49.4,40.9,victreebel_shadow:517;abra:868;abra_shadow:857;absol:580;absol_shadow:837,stunfisk_galarian:209;smeargle:225;jellicent:433;bastiodon:162;shuckle:273
glameow,Glameow,45.6,,,,,QUICK_ATTACK,THUNDERBOLT,AERIAL_ACE,35.8,36.2,40.5,29.6,jellicent:693;skorupi_shadow:522;skorupi:568;dusclops_shadow:590;abra:823,stunfisk_galarian:316;bastiodon:287;smeargle:181;bronzor:253;nidoqueen_shadow:318
