speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
cradily,Cradily,98.9,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT,100,100,97.8,91,qwilfish_shadow:715;zapdos_shadow:711;toxtricity:625;kingdra_shadow:607;kingdra:600,empoleon_shadow:102;dewott_shadow:208;golisopod:226;palkia_shadow:305;blaziken_shadow:306
braixen,Braixen,77.6,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,76.2,64.3,70.7,58,abomasnow:849;roserade:813;rillaboom:752;toxtricity:739;victreebel_mega:715,palkia_shadow:95;qwilfish_shadow:101;cramorant:123;blaziken_shadow:155;zapdos_shadow:205
houndour_shadow,Houndour (Shadow),77.6,140.3,82.3,120,1387,EMBER,DARK_PULSE,FLAMETHROWER,70.1,65.2,82.8,27.1,abomasnow_mega:770;abomasnow_shadow:733;victreebel:704;jumpluff:583;ninetales_shadow:566,kingdra_shadow:80;kingdra:80;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:233
golem_alolan_shadow,Golem (Alolan) (Shadow),77.5,125.1,122.2,117,1791,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST,77.1,74.4,68.4,45.3,emolga:735;zapdos_shadow:675;morpeko_full_belly:666;charizard_mega_x:653;kingdra_shadow:529,rillaboom:158;victreebel_mega:191;toxtricity:237;ninetales_shadow:242;cradily:267
primarina,Primarina,77.5,131.6,115.6,112,1705,WATERFALL,MOONBLAST,HYDRO_CANNON,72,44.8,71.8,48.7,blaziken_shadow:915;turtonator:718;kingdra:705;dewott_shadow:607;kingdra_shadow:558,jumpluff:101;jumpluff_shadow:120;abomasnow:150;victreebel_mega:200;toxtricity:258
emboar,Emboar,77.4,137.8,80.4,147,1631,EMBER,BLAST_BURN,ROCK_SLIDE,69.8,66.9,82,43.2,ninetales_shadow:704;jumpluff:700;abomasnow:697;abomasnow_shadow:636;emolga:608,kingdra_shadow:80;palkia_shadow:95;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:216
combusken,Combusken,77.3,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,69.8,63.3,75.4,50.4,jumpluff_shadow:709;ninetales_shadow:706;abomasnow:652;emolga:648;abomasnow_shadow:645,pelipper:82;palkia_shadow:95;qwilfish_shadow:101;charizard_mega_x:107;toxtricity:216
ivysaur,Ivysaur,77.3,118.7,121,131,1883,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,68.2,39.5,81,58.2,dewott:641;bellossom_shadow:606;kingdra:572;kingdra_shadow:541;cradily:511,turtonator:92;ninetales_shadow:99;charizard_mega_x:107;victreebel_mega:116;toxtricity:224
sawsbuck,Sawsbuck,77.3,129.4,101.8,131,1727,TAKE_DOWN,WILD_CHARGE,TRAILBLAZE,74.9,56.3,68.5,67.9,ampharos_mega:805;ludicolo:729;palkia_shadow:721;morpeko_full_belly:702;gyarados:599,marowak_alolan:132;ninetales_shadow:261;araquanid:297;cradily:319;toxtricity:322
zebstrika_shadow,Zebstrika (Shadow),77.2,137.7,95.4,124,1630,LOW_KICK,WILD_CHARGE,DISCHARGE,74.9,67.6,75.3,29.1,lileep:754;araquanid:713;cradily_shadow:685;emolga:661;turtonator:625,qwilfish_shadow:166;victreebel_mega:172;toxtricity:194;ninetales_shadow:194;kingdra_shadow:271
gloom,Gloom,77,121.3,115.9,131,1844,ACID,MOONBLAST,SLUDGE_BOMB,69.8,52.7,77.4,59.9,raikou_shadow:687;bellossom_shadow:599;dewott:599;kingdra:564;kingdra_shadow:534,turtonator:181;ninetales_shadow:194;toxtricity:207;qwilfish_shadow:207;zapdos_shadow:285
skeledirge,Skeledirge,77,121.2,109.7,139,1849,INCINERATE,TORCH_SONG,SHADOW_BALL,71.2,46.9,73.8,67.9,abomasnow_shadow:910;victreebel_mega:866;roserade:794;jumpluff:784;ninetales_shadow:733,kingdra:105;kingdra_shadow:131;charizard_mega_x:147;qwilfish_shadow:174;toxtricity:258
zebstrika,Zebstrika,77,137.7,95.4,124,1630,LOW_KICK,WILD_CHARGE,FLAME_CHARGE,62.5,52,78.2,32.7,lileep:754;emolga:717;morpeko_full_belly:673;zapdos:665;ninetales:588,qwilfish_shadow:166;toxtricity:173;qwilfish:178;zapdos_shadow:183;kingdra_shadow:233
thwackey,Thwackey,76.9,123.6,107.5,136,1809,SCRATCH,ENERGY_BALL,GRASS_KNOT,70.6,56.5,73.8,52.6,quagsire_shadow:790;morpeko_full_belly:724;ampharos_mega:636;raikou_shadow:588;kingdra:569,turtonator:181;ninetales_shadow:194;toxtricity:233;zapdos_shadow:245;kingdra_shadow:296
combusken_shadow,Combusken (Shadow),76.7,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,65.9,62.1,76.4,40,jumpluff_shadow:843;jumpluff:709;ninetales:706;ninetales_shadow:675;abomasnow:645,kingdra_shadow:80;charizard_mega_x:107;qwilfish_shadow:134;dewott_shadow:136;toxtricity:233
grotle_shadow,Grotle (Shadow),76.6,117.8,114.8,141,1908,BITE,ENERGY_BALL,BODY_SLAM,69,76.5,75.6,46.8,quagsire_shadow:755;morpeko_full_belly:726;barbaracle:684;ampharos_mega:609;kingdra:578,abomasnow:129;ninetales_shadow:130;blaziken_shadow:138;samurott_hisuian:140;victreebel_mega:191
dondozo,Dondozo,76.5,104.5,109.7,187,2146,WATERFALL,SURF,OUTRAGE,70.2,46.9,77.3,60.4,blaziken_mega:933;ninetales:660;ninetales_shadow:612;emolga:574;kingdra:532,roserade:159;palkia_shadow:165;victreebel_mega:172;kingdra_shadow:254;toxtricity:258
bibarel_shadow,Bibarel (Shadow),76.4,122.9,99.2,149,1819,TAKE_DOWN,SURF,HYPER_FANG,77.9,59.6,62.5,62.8,charizard_mega_x:728;palkia_shadow:728;zapdos_shadow:701;roserade:674;toxtricity:546,cradily:197;togedemaru:212;lileep:215;jumpluff:218;cradily_shadow:225
golduck_shadow,Golduck (Shadow),76.4,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,76.6,73.3,61.3,48.7,blaziken_shadow:887;toxtricity:717;abomasnow:713;abomasnow_shadow:647;turtonator:639,morpeko_full_belly:122;samurott_hisuian:136;togedemaru:170;ninetales_shadow:226;kingdra_shadow:258
skrelp,Skrelp,76.4,104.1,104.1,127,1379,ACID,AQUA_TAIL,TWISTER,76.9,69.7,67.2,52.1,blaziken_mega:688;blaziken_shadow:677;blaziken:677;golisopod:614;ninetales_shadow:570,emolga:184;zapdos_shadow:245;togedemaru:250;kingdra_shadow:266;toxtricity:355
electabuzz,Electabuzz,76.1,130.8,113.2,115,1704,THUNDER_SHOCK,THUNDER_PUNCH,RETURN,70.2,48.7,74.3,41.9,zapdos_shadow:878;qwilfish_shadow:800;dewott_shadow:760;samurott_hisuian:760;cramorant:760,abomasnow:108;turtonator:110;victreebel_mega:130;cradily:163;toxtricity:292
moltres,Moltres,76.1,136.7,103.6,115,1631,WING_ATTACK,FLY,HEAT_WAVE,64.3,40.4,74.3,49.7,jumpluff:891;araquanid:891;jumpluff_shadow:778;ninetales_shadow:682;roserade:608,togedemaru:79;zapdos_shadow:165;toxtricity:173;cramorant:218;kingdra_shadow:233
moltres_shadow,Moltres (Shadow),76.1,139.9,102,112,1599,WING_ATTACK,FLY,HEAT_WAVE,64,40.1,74.5,45.1,blaziken_shadow:852;araquanid:852;jumpluff:772;turtonator:745;ninetales_shadow:584,togedemaru:116;emolga:148;toxtricity:194;zapdos_shadow:205;kingdra_shadow:271
talonflame,Talonflame,76.1,121.4,112.6,135,1847,INCINERATE,FLY,BRAVE_BIRD,70.7,44.6,71.5,69.9,victreebel_mega:774;roserade:651;samurott_hisuian:633;jumpluff:633;ninetales_shadow:600,kingdra:105;kingdra_shadow:122;charizard_mega_x:147;qwilfish_shadow:174;toxtricity:258
wailord,Wailord,76.1,118.3,67.4,237,1892,ROLLOUT,SURF,RETURN,71.8,48.8,69.7,50.2,charizard_mega_x:776;samurott_hisuian:616;dewott_shadow:597;kingdra:586;ninetales_shadow:563,togedemaru:87;bellossom_shadow:121;morpeko_full_belly:131;toxtricity:156;victreebel_mega:172
exeggutor_alolan,Exeggutor (Alolan),76,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,72.4,62.1,72.3,56.3,ampharos_mega:889;morpeko_full_belly:748;gogoat:667;raikou:648;togedemaru:618,abomasnow:188;samurott_hisuian:231;toxtricity:258;qwilfish_shadow:272;cradily:298
kabuto_shadow,Kabuto (Shadow),76,134.4,129.4,96,1672,SCRATCH,AQUA_JET,ROCK_TOMB,67.4,53.5,66.4,32.7,turtonator:697;araquanid_shadow:666;qwilfish:630;pelipper:541;qwilfish_shadow:526,togedemaru:154;ninetales_shadow:218;kingdra_shadow:233;kingdra:258;toxtricity:343
slowpoke,Slowpoke,76,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,73.5,53.9,73.1,62.6,blaziken_shadow:766;gyarados_shadow:629;ninetales:620;kingdra_shadow:599;ninetales_shadow:567,morpeko_full_belly:105;samurott_hisuian:117;gyarados_mega:125;togedemaru:137;dewott_shadow:222
kabuto,Kabuto,75.9,134.4,129.4,96,1672,SCRATCH,AQUA_JET,ROCK_TOMB,67,60.1,66.9,38.8,turtonator:744;charizard_mega_x:682;qwilfish:651;qwilfish_shadow:630;pelipper:588,jumpluff:133;togedemaru:154;ninetales_shadow:218;toxtricity:258;kingdra_shadow:258
pignite,Pignite,75.9,127.3,87,158,1751,EMBER,ROCK_TOMB,FLAME_CHARGE,66.7,44.3,71.5,52.1,ninetales_shadow:693;abomasnow:689;ninetales:680;abomasnow_shadow:670;turtonator:613,kingdra_shadow:88;kingdra:88;palkia_shadow:95;charizard_mega_x:107;toxtricity:233
tauros_blaze,Tauros (Blaze),75.9,127.8,120.6,114,1759,DOUBLE_KICK,FLAME_CHARGE,TRAILBLAZE,68.1,41.5,65.7,51.6,samurott_hisuian:706;abomasnow:679;abomasnow_mega:662;abomasnow_shadow:649;lileep:609,qwilfish_shadow:126;zapdos_shadow:138;victreebel_mega:144;toxtricity:156;kingdra_shadow:216
golem_alolan,Golem (Alolan),75.8,125.1,122.2,117,1791,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST,76.2,64.2,70.5,48,emolga:760;zapdos_shadow:743;charizard_mega_x:739;morpeko_full_belly:717;toxtricity:696,rillaboom:127;bellossom_shadow:128;victreebel_mega:172;ninetales_shadow:210;cradily:225
torterra,Torterra,75.8,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB,71,45.4,70.2,57.5,togedemaru:872;toxtricity:860;morpeko_full_belly:823;qwilfish_shadow:609;cradily:560,jumpluff:55;jumpluff_shadow:55;cramorant:115;zapdos_shadow:183;kingdra_shadow:258
carkol,Carkol,75.7,97,141.5,168,2308,SMACK_DOWN,ROCK_SLIDE,FLAME_CHARGE,70.6,41.5,76.4,71.8,zapdos_shadow:770;charizard_mega_x:690;emolga:639;toxtricity:630;ninetales_shadow:604,quagsire_shadow:133;kingdra:182;togedemaru:191;kingdra_shadow:207;cradily:305
swampert_mega,Swampert (Mega),75.7,135.5,108.6,112,1649,MUD_SHOT,HYDRO_CANNON,EARTHQUAKE,74.6,53.8,70,41,togedemaru:875;toxtricity:834;ninetales_shadow:723;charizard_mega_x:674;turtonator:629,cramorant:91;zapdos_shadow:125;jumpluff:143;victreebel_mega:172;kingdra_shadow:250
growlithe_hisuian,Growlithe (Hisuian),75.6,131.9,89.9,142,1684,EMBER,ROCK_SLIDE,FLAMETHROWER,69.3,57.5,74.5,42.9,ninetales_shadow:834;cramorant:778;charizard_mega_x:714;emolga:623;zapdos_shadow:584,pelipper:82;palkia_shadow:95;qwilfish_shadow:101;dewott_shadow:126;toxtricity:216
grovyle_shadow,Grovyle (Shadow),75.5,136.3,103.2,117,1647,BULLET_SEED,LEAF_BLADE,AERIAL_ACE,69.3,46.6,76.3,34.2,raikou_shadow:841;kingdra_shadow:688;gyarados_mega:688;gyarados_shadow:688;samurott_hisuian:611,ninetales:63;victreebel_mega:74;roserade:82;ninetales_shadow:83;zapdos_shadow:138
slowpoke_shadow,Slowpoke (Shadow),75.5,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,73.7,54.8,69.9,57,blaziken_shadow:903;toxtricity:779;roserade:750;qwilfish_shadow:701;kingdra:599,morpeko_full_belly:122;samurott_hisuian:136;gyarados_mega:149;togedemaru:170;ninetales_shadow:281
tangrowth,Tangrowth,75.5,120.7,112.7,136,1852,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,65.6,37.5,77.1,50.4,quagsire_shadow:797;morpeko_full_belly:727;gyarados:625;raikou_shadow:602;kingdra:566,turtonator:92;victreebel_mega:98;ninetales_shadow:99;charizard_mega_x:107;toxtricity:156
camerupt_shadow,Camerupt (Shadow),75.3,133.5,100.5,125,1678,INCINERATE,EARTH_POWER,ROCK_TOMB,71,47.2,58.8,57.7,togedemaru:923;roserade:900;victreebel_mega:896;cradily:816;turtonator:628,kingdra:105;kingdra_shadow:131;palkia_shadow:170;charizard_mega_x:188;ninetales_shadow:226
ferrothorn_shadow,Ferrothorn (Shadow),75.2,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER,68.5,28.2,75.8,71.3,palkia_shadow:808;kingdra_shadow:652;morpeko_full_belly:652;qwilfish:617;qwilfish_shadow:570,roserade:56;ninetales_shadow:63;charizard_mega_x:76;blaziken_shadow:109;zapdos_shadow:111
vileplume,Vileplume,75.2,128.8,112.7,120,1743,ACID,SLUDGE_BOMB,PETAL_BLIZZARD,64.8,45.2,78.1,54.1,raikou_shadow:833;bellossom:637;bellossom_shadow:633;lileep:587;kingdra:520,toxtricity:173;ninetales_shadow:194;qwilfish_shadow:207;kingdra_shadow:233;cramorant:238
meganium_shadow,Meganium (Shadow),75.1,110.8,139,131,2018,VINE_WHIP,FRENZY_PLANT,EARTHQUAKE,65,35.3,75.8,50.2,morpeko_full_belly:740;ampharos_mega:652;raikou_shadow:595;kingdra:587;kingdra_shadow:557,turtonator:84;victreebel_mega:98;ninetales_shadow:99;charizard_mega_x:107;toxtricity:156
wailmer,Wailmer,75,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM,71.3,59.6,67.7,53.6,charizard_mega_x:780;gyarados_shadow:663;turtonator:607;ninetales_shadow:576;blaziken_shadow:568,togedemaru:87;bellossom_shadow:121;morpeko_full_belly:131;toxtricity:156;victreebel_mega:172
exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),74.8,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,72.9,61.2,68.5,53.1,ampharos_mega:874;morpeko_full_belly:702;jellicent:633;pelipper:576;togedemaru:507,mantine:177;abomasnow_shadow:181;ninetales_shadow:222;roserade:262;toxtricity:309
arcanine,Arcanine,74.7,132,102.5,125,1693,BITE,WILD_CHARGE,PSYCHIC_FANGS,78.6,76.6,63.3,48.3,golisopod:836;ninetales_shadow:728;emolga:636;abomasnow_mega:636;kingdra:596,gyarados_mega:120;qwilfish_shadow:150;blaziken_shadow:155;zapdos_shadow:191;cradily:347
houndour,Houndour,74.7,140.3,82.3,120,1387,EMBER,DARK_PULSE,FLAMETHROWER,68.1,67.6,75.9,34.7,flapple:662;abomasnow:633;jumpluff:620;charjabug_shadow:600;jumpluff_shadow:583,kingdra_shadow:80;kingdra:80;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:194
bayleef,Bayleef,74.6,105.5,141.5,142,2122,MAGICAL_LEAF,ANCIENT_POWER,ENERGY_BALL,67.3,34.4,74.1,66.5,raikou_shadow:651;gyarados_shadow:616;kingdra_shadow:591;samurott_hisuian:591;qwilfish:573,turtonator:110;charizard_mega_x:112;victreebel_mega:116;ninetales_shadow:162;toxtricity:207
bibarel,Bibarel,74.5,122.9,99.2,149,1819,TAKE_DOWN,SURF,HYPER_FANG,72.3,54.4,66.9,60.9,qwilfish_shadow:667;dewott_shadow:607;politoed_shadow:590;turtonator:553;cramorant:516,cradily:156;togedemaru:170;lileep:188;jumpluff_shadow:218;toxtricity:385
whiscash_shadow,Whiscash (Shadow),74.5,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,71.8,51.8,73.3,56.5,togedemaru:859;charizard_mega_x:772;toxtricity:713;qwilfish_shadow:685;zapdos_shadow:601,jumpluff:35;jumpluff_shadow:35;rillaboom:73;abomasnow:73;victreebel_mega:130
manectric,Manectric,74.4,142.4,91.3,121,1574,THUNDER_FANG,PSYCHIC_FANGS,WILD_CHARGE,75.1,68.1,62.5,55.8,qwilfish_shadow:822;samurott_hisuian:772;emolga:702;dewott_shadow:698;zapdos_shadow:590,stunfisk:156;toxtricity:258;cradily:263;kingdra:279;turtonator:300
rotom,Rotom,74.3,132.4,120.4,106,1691,ASTONISH,THUNDERBOLT,OMINOUS_WIND,71.6,56.9,66.4,56.7,togedemaru:759;charjabug_shadow:594;pelipper:584;araquanid:584;emolga:556,gyarados_mega:206;samurott_hisuian:208;kingdra:258;turtonator:283;kingdra_shadow:309
tauros_aqua,Tauros (Aqua),74.3,127.8,120.6,114,1759,DOUBLE_KICK,AQUA_JET,TRAILBLAZE,66.8,50,63.3,49.7,cradily_shadow:732;dewott:671;dewott_shadow:644;samurott_hisuian:605;ninetales:561,jumpluff:81;emolga:124;zapdos_shadow:138;qwilfish_shadow:150;toxtricity:156
arcanine_shadow,Arcanine (Shadow),74.1,132,102.5,125,1693,BITE,WILD_CHARGE,PSYCHIC_FANGS,78.3,81.6,63.4,41.2,araquanid:852;ninetales:728;victreebel_mega:675;ninetales_shadow:664;roserade:616,qwilfish:150;kingdra_shadow:182;qwilfish_shadow:199;morpeko_full_belly:224;toxtricity:233
gloom_shadow,Gloom (Shadow),74.1,121.3,115.9,131,1844,ACID,MOONBLAST,SLUDGE_BOMB,66.2,47.5,74.8,57.5,chesnaught_mega:694;raikou:687;dipplin:645;bellossom:599;kingdra:534,qwilfish_shadow:207;toxtricity:216;ninetales_shadow:226;cramorant:261;kingdra_shadow:271
crawdaunt_shadow,Crawdaunt (Shadow),74,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD,68.5,55.1,64.4,45.8,blaziken_mega:903;blaziken:885;blaziken_shadow:880;turtonator:738;ninetales_shadow:623,jumpluff:120;kingdra:131;kingdra_shadow:156;jumpluff_shadow:160;abomasnow:192
larvesta,Larvesta,74,130.8,99.7,131,1710,EMBER,FLAME_WHEEL,BUG_BUZZ,64.3,51.2,71,50.4,jumpluff_shadow:801;rillaboom:767;abomasnow:725;bellossom_shadow:675;roserade:610,kingdra:88;qwilfish_shadow:101;charizard_mega_x:107;toxtricity:216;kingdra_shadow:216
whiscash,Whiscash,74,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,71.8,44.8,72.3,66,togedemaru:870;charizard_mega_x:772;toxtricity:764;qwilfish_shadow:744;zapdos_shadow:643,jumpluff_shadow:35;rillaboom:73;abomasnow:73;victreebel_mega:130;ninetales_shadow:146
geodude_alolan,Geodude (Alolan),73.9,123.5,123.5,113,1724,VOLT_SWITCH,ROCK_TOMB,ROCK_SLIDE,72.4,52.7,67.2,44.4,cramorant:915;emolga:765;toxtricity:725;turtonator:721;zapdos_shadow:703,rillaboom:127;abomasnow:143;victreebel_mega:172;kingdra:237;kingdra_shadow:279
golduck,Golduck,73.9,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,74.6,71.4,61.8,50,blaziken_mega:891;qwilfish:841;charizard_mega_x:763;abomasnow_shadow:713;ninetales:581,morpeko_full_belly:105;samurott_hisuian:117;togedemaru:137;ninetales_shadow:194;emolga:196
heatran,Heatran,73.9,132.9,112.2,113,1687,FIRE_SPIN,MAGMA_STORM,EARTH_POWER,62.8,34.2,68.2,61.4,jumpluff:942;abomasnow:924;victreebel_mega:889;roserade:703;cradily:592,kingdra:105;kingdra_shadow:131;charizard_mega_x:147;qwilfish_shadow:186;toxtricity:309
geodude_alolan_shadow,Geodude (Alolan) (Shadow),73.7,123.5,123.5,113,1724,VOLT_SWITCH,ROCK_TOMB,ROCK_SLIDE,71.6,50.2,66.7,41.9,cramorant:902;emolga:747;turtonator:668;zapdos_shadow:654;toxtricity:513,abomasnow_shadow:157;rillaboom:158;bellossom_shadow:160;victreebel_mega:191;ninetales_shadow:242
pawmo,Pawmo,73.7,136.1,81.5,142,1576,THUNDER_SHOCK,WILD_CHARGE,THUNDER_PUNCH,72.7,49.1,74.5,36.1,pelipper:806;emolga:721;cramorant:697;samurott_hisuian:647;dewott_shadow:531,victreebel_mega:130;ninetales_shadow:146;cradily:166;zapdos_shadow:205;toxtricity:292
castform_rainy,Castform (Rainy),73.6,112.6,121.2,146,1994,WATER_GUN,WEATHER_BALL_WATER,THUNDER,65.4,46.3,71.5,54.1,ninetales:650;politoed_shadow:609;ninetales_shadow:558;zapdos:558;charizard_mega_x:544,kingdra_shadow:122;kingdra:122;abomasnow_shadow:143;victreebel_mega:172;toxtricity:258
huntail,Huntail,73.6,130.8,125.6,104,1709,BITE,AQUA_TAIL,CRUNCH,71.8,68.8,66.4,42.9,marowak_alolan_shadow:822;trevenant:754;trevenant_shadow:706;magmar:668;turtonator:504,jumpluff:133;blaziken_shadow:155;zapdos_shadow:165;victreebel_mega:172;kingdra_shadow:173
monferno_shadow,Monferno (Shadow),73.6,129.6,96,139,1731,EMBER,FLAME_WHEEL,LOW_SWEEP,70.6,62.8,72.3,42.2,abomasnow:834;abomasnow_shadow:802;rillaboom:708;jumpluff:665;emolga:586,qwilfish:101;pelipper:121;qwilfish_shadow:134;palkia_shadow:140;toxtricity:233
wailmer_shadow,Wailmer (Shadow),73.6,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM,68.8,57.2,63.9,42.9,charizard_mega_x:737;turtonator:683;charjabug:626;ninetales:576;cramorant:545,togedemaru:87;morpeko_full_belly:152;samurott_hisuian:162;toxtricity:182;qwilfish_shadow:199
torterra_shadow,Torterra (Shadow),73.5,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB,69,43.4,62.1,56.3,toxtricity:864;togedemaru:853;morpeko_full_belly:793;blaziken_shadow:759;charizard_mega_x:725,jumpluff:55;jumpluff_shadow:81;cramorant:99;pelipper:108;zapdos_shadow:205
electabuzz_shadow,Electabuzz (Shadow),73.2,132.1,112.5,114,1696,THUNDER_SHOCK,THUNDER_PUNCH,THUNDERBOLT,74.1,66,65.6,31,zapdos_shadow:837;pelipper:837;cramorant:758;emolga:701;dewott_shadow:679,abomasnow:97;rillaboom:124;toxtricity:156;victreebel_mega:172;ninetales_shadow:182
flareon,Flareon,73.2,142.2,109.9,100,1564,EMBER,HEAT_WAVE,SUPER_POWER,69.8,45.7,75.1,35.1,jumpluff_shadow:895;togedemaru:725;gyarados_mega:725;abomasnow:655;roserade:610,kingdra_shadow:80;qwilfish_shadow:134;ninetales_shadow:158;cradily:159;toxtricity:194
monferno,Monferno,73.2,129.6,96,139,1731,EMBER,FLAME_WHEEL,LOW_SWEEP,69.6,57.8,71.2,55.5,abomasnow:866;abomasnow_shadow:834;rillaboom:780;bellossom_shadow:622;ninetales_shadow:543,pelipper:82;palkia_shadow:95;qwilfish_shadow:101;cramorant:123;kingdra_shadow:241
charmeleon,Charmeleon,73.1,126.6,109.4,128,1774,EMBER,FIRE_PUNCH,RETURN,68.2,39.2,71.2,53.8,abomasnow:855;roserade:820;rillaboom:785;victreebel_mega:726;ninetales_shadow:710,pelipper:82;palkia_shadow:95;qwilfish_shadow:101;kingdra:169;kingdra_shadow:182
cinderace,Cinderace,73.1,139,99.4,117,1617,FIRE_SPIN,BLAST_BURN,PYRO_BALL,62.6,34.7,69.4,52.1,jumpluff:893;abomasnow_shadow:867;abomasnow:858;victreebel_mega:739;jumpluff_shadow:705,kingdra:105;kingdra_shadow:131;charizard_mega_x:158;qwilfish_shadow:186;dewott_shadow:188
exeggutor_shadow,Exeggutor (Shadow),73,136.1,92.5,131,1650,CONFUSION,SEED_BOMB,PSYCHIC,70.9,50.3,68,53.3,blaziken_shadow:812;qwilfish:790;qwilfish_shadow:744;roserade:729;toxtricity:675,samurott_hisuian:106;morpeko_full_belly:156;gyarados_mega:173;togedemaru:204;kingdra:275
tentacool,Tentacool,73,94.1,137.8,113,1466,POISON_STING,WRAP,WATER_PULSE,68.1,62.7,63.8,64.8,blaziken:681;blaziken_mega:672;blaziken_shadow:646;palkia_shadow:544;ninetales_shadow:517,togedemaru:79;zapdos_shadow:183;charjabug:246;charjabug_shadow:293;toxtricity:296
heatran_shadow,Heatran (Shadow),72.9,130.7,115.4,110,1661,FIRE_SPIN,MAGMA_STORM,EARTH_POWER,62.5,34.8,63.9,61.4,abomasnow_shadow:927;victreebel_mega:886;jumpluff:886;togedemaru:768;cradily:540,turtonator:110;kingdra_shadow:131;kingdra:131;charizard_mega_x:183;ninetales_shadow:194
crocalor,Crocalor,72.8,119.4,105.7,148,1869,INCINERATE,CRUNCH,FLAMETHROWER,68.1,45.7,71,65.7,abomasnow_shadow:915;jumpluff:793;victreebel_mega:763;abomasnow:763;roserade:750,kingdra:105;kingdra_shadow:122;charizard_mega_x:147;qwilfish_shadow:174;toxtricity:258
talonflame_shadow,Talonflame (Shadow),72.8,121.4,112.6,135,1847,INCINERATE,FLAME_CHARGE,FLY,68.7,44.8,59.7,63.5,victreebel_mega:818;jumpluff:811;rillaboom:774;roserade:711;ninetales_shadow:703,kingdra:122;palkia_shadow:155;kingdra_shadow:156;charizard_mega_x:168;toxtricity:309
ceruledge,Ceruledge,72.7,136.3,114,106,1648,INCINERATE,SHADOW_BALL,HEAT_WAVE,66.7,51.8,59.8,54.3,abomasnow:882;abomasnow_shadow:882;roserade:735;jumpluff:721;ninetales_shadow:655,kingdra:122;kingdra_shadow:139;dewott_shadow:167;charizard_mega_x:168;toxtricity:296
ivysaur_shadow,Ivysaur (Shadow),72.7,119.8,121.3,129,1877,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,60.9,32.9,77.7,47.5,quagsire_shadow:717;chesnaught_mega:693;raikou:689;bellossom:600;kingdra:534,jumpluff:81;turtonator:92;charizard_mega_x:107;ninetales_shadow:130;toxtricity:173
charmeleon_shadow,Charmeleon (Shadow),72.6,126.6,109.4,128,1774,EMBER,FIRE_PUNCH,FLAMETHROWER,69.8,56.3,65.1,48,jumpluff:910;abomasnow:855;roserade:820;rillaboom:785;victreebel_mega:683,kingdra:88;qwilfish:101;qwilfish_shadow:134;toxtricity:194;kingdra_shadow:194
serperior_shadow,Serperior (Shadow),72.6,110.2,142.2,130,2038,VINE_WHIP,FRENZY_PLANT,LEAF_TORNADO,70.6,47.2,76.8,58.9,morpeko_full_belly:757;pelipper:700;ampharos_mega:653;kingdra:611;kingdra_shadow:580,turtonator:92;victreebel_mega:98;ninetales_shadow:99;charizard_mega_x:107;toxtricity:173
tangrowth_shadow,Tangrowth (Shadow),72.6,120.7,112.7,136,1852,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,59.2,31.2,73.5,44.6,quagsire_shadow:753;morpeko_full_belly:698;ludicolo:602;raikou:602;ampharos_mega:591,roserade:87;turtonator:92;charizard_mega_x:107;ninetales_shadow:130;toxtricity:156
