speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
corsola_galarian,Corsola (Galarian),98.6,99.3,163,139,2252,ASTONISH,NIGHT_SHADE,POWER_GEM,100,86.4,98.9,100,kingdra:629;cramorant:615;altaria:600;dragonair_shadow:597;cradily:521,furret:293;snorlax:296;aurorus:408;quagsire_shadow:493;lapras:494
drowzee_shadow,Drowzee (Shadow),66.3,87.3,126.8,142,1575,CONFUSION,PSYSHOCK,PSYCHIC,62.7,54.3,67.6,43,medicham:595;clodsire:549;seismitoad:545;toxapex:538;fearow:524,cramorant:265;corsola_galarian:327;altaria:336;cradily:388;kingdra:474
mankey_shadow,Mankey (Shadow),66.3,136.9,81.5,113,1262,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,72.9,48.2,55.4,25.9,vigoroth:641;snorlax:641;cradily:623;kingdra:597;dragonair_shadow:553,jellicent:141;corsola_galarian:212;annihilape_shadow:217;cramorant:273;altaria:373
skrelp,Skrelp,66.3,104.1,104.1,127,1379,ACID,AQUA_TAIL,TWISTER,64.5,56.4,61.7,39.6,machoke_shadow:649;golisopod:614;ninetales_shadow:570;feraligatr:535;turtonator:507,corsola_galarian:197;cradily:399;altaria:402;cramorant:460;kingdra:495
archen_shadow,Archen (Shadow),66.2,159.5,76,116,1408,WING_ATTACK,ANCIENT_POWER,CRUNCH,51.7,38.7,63,24.1,gourgeist_super:737;araquanid:719;talonflame:668;altaria:581;annihilape_shadow:517,corsola_galarian:201;kingdra:233;dragonair_shadow:287;cramorant:305;cradily:413
poipole,Poipole,66.2,119.7,113.5,137,1863,PECK,SLUDGE_BOMB,FELL_STINGER,67.9,57.9,70.9,46.5,ninetales_shadow:642;annihilape_shadow:627;jumpluff:616;cradily:587;araquanid:551,cramorant:198;corsola_galarian:258;kingdra:262;dragonair_shadow:279;altaria:373
banette,Banette,66.1,145.2,92.2,115,1542,SHADOW_CLAW,SHADOW_BALL,DAZZLING_GLEAM,50.4,38.2,64,30,annihilape_shadow:843;deoxys_defense:678;medicham:586;ninetales:530;cresselia:526,altaria:221;corsola_galarian:255;kingdra:258;cramorant:261;cradily:413
ponyta_galarian,Ponyta (Galarian),66.1,133.5,108.2,116,1676,PSYCHO_CUT,SWIFT,PLAY_ROUGH,60.7,57.6,58.9,35.8,talonflame:685;ninetales_shadow:530;sliggoo:530;medicham:517;deoxys_defense:508,corsola_galarian:176;cramorant:178;altaria:250;cradily:284;kingdra:334
cherrim_sunny,Cherrim (Sunshine),66,121.8,116.2,130,1843,BULLET_SEED,WEATHER_BALL_FIRE,SOLAR_BEAM,61.5,33.4,63.5,39.4,quagsire_shadow:607;snorlax:580;jellicent:561;kingdra:550;furret:530,cramorant:115;altaria:134;cradily:197;dragonair_shadow:224;corsola_galarian:438
mudsdale,Mudsdale,66,123.5,107.1,136,1800,MUD_SLAP,BULLDOZE,BODY_SLAM,59.9,38.7,66.1,45,toxapex:775;clodsire:757;stunfisk:713;charjabug:683;deoxys_defense:529,altaria:217;cradily:218;kingdra:233;cramorant:285;corsola_galarian:341
rotom_mow,Rotom (Mow),66,128.8,144.9,93,1737,THUNDER_SHOCK,OMINOUS_WIND,LEAF_STORM,66.6,47,69,35.1,jellicent:661;cramorant:591;lapras:591;kingdra:580;vigoroth:526,annihilape_shadow:182;altaria:224;corsola_galarian:276;dragonair_shadow:283;cradily:347
sandaconda,Sandaconda,65.9,123,132,112,1820,MUD_SLAP,EARTH_POWER,WRAP,60.7,41.7,64.4,50.6,stunfisk:763;clodsire:736;charjabug:687;deoxys_defense:580;dunsparce:571,cradily:211;kingdra:241;altaria:286;cramorant:297;corsola_galarian:320
falinks,Falinks,65.8,127.5,119.1,115,1748,COUNTER,SUPER_POWER,MEGAHORN,55.1,30.1,71.4,50.3,aurorus:630;furret:613;walrein:530;dunsparce:526;seismitoad:517,corsola_galarian:97;altaria:192;cramorant:202;kingdra:300;cradily:440
simisage,Simisage,65.8,135.9,95.8,126,1642,VINE_WHIP,GRASS_KNOT,CRUNCH,55.3,42.5,67.2,33.8,quagsire_shadow:738;stunfisk:730;jellicent:638;lapras:551;kingdra:535,dragonair_shadow:161;cramorant:218;altaria:239;cradily:361;corsola_galarian:410
cursola,Cursola,65.7,145.6,111,95,1537,ASTONISH,NIGHT_SHADE,POWER_GEM,60.2,42,57.2,42.7,annihilape_shadow:863;deoxys_defense:668;grumpig:631;cresselia:542;medicham:542,cradily:253;altaria:264;kingdra:283;corsola_galarian:305;cramorant:337
cloyster_shadow,Cloyster (Shadow),65.6,119,169.7,93,1880,ICE_SHARD,ICY_WIND,LIQUIDATION,61.4,42.3,53.5,39.1,dragonair_shadow:612;jumpluff:559;altaria:537;vigoroth:532;stunfisk:526,cramorant:253;annihilape_shadow:260;cradily:309;kingdra:309;corsola_galarian:402
ho_oh,Ho-Oh,65.6,122.9,128.4,114,1801,INCINERATE,BRAVE_BIRD,SACRED_FIRE,55.8,29.3,76.9,44,jumpluff:587;snorlax:552;araquanid:543;furret:517;altaria:504,kingdra:105;dragonair_shadow:157;cramorant:162;cradily:215;corsola_galarian:219
lycanroc_dusk,Lycanroc (Dusk),65.6,144.5,91.9,117,1556,SUCKER_PUNCH,STONE_EDGE,TRAILBLAZE,58.2,48.1,46.6,32,toxapex:739;corsola_galarian:619;dusknoir_shadow:611;dusclops:568;snorlax:512,altaria:250;cradily:270;kingdra:275;cramorant:305;dragonair_shadow:330
dragapult,Dragapult,65.5,142.5,96.2,115,1578,DRAGON_TAIL,SHADOW_BALL,OUTRAGE,54.3,37,65.8,32.5,charjabug:595;stunfisk:578;deoxys_defense:578;araquanid:539;hypno:513,corsola_galarian:179;cramorant:253;altaria:282;kingdra:334;cradily:416
nidorino_shadow,Nidorino (Shadow),65.5,123.3,104.3,141,1814,POISON_STING,SLUDGE_BOMB,ICE_BEAM,49.2,38.2,74.4,26.7,jumpluff:911;altaria:741;gourgeist_super:741;cradily:563;ninetales_shadow:539,kingdra:173;vigoroth:175;cramorant:178;dragonair_shadow:181;corsola_galarian:291
torracat,Torracat,65.5,135.5,89.8,135,1645,EMBER,FLAME_CHARGE,CRUNCH,61.7,53.7,62.6,39.6,dusknoir_shadow:662;cresselia:633;rillaboom:577;jumpluff:540;charjabug:533,cramorant:123;kingdra:296;cradily:340;corsola_galarian:363;altaria:409
totodile_shadow,Totodile (Shadow),65.5,110.9,104.1,127,1468,SCRATCH,AQUA_JET,CRUNCH,58.4,67.1,64.9,25.6,talonflame:775;diggersby:547;dunsparce:543;dondozo:543;dewgong:523,kingdra:258;cradily:281;corsola_galarian:312;altaria:322;cramorant:404
hitmonchan_shadow,Hitmonchan (Shadow),65.4,128.9,137.4,98,1736,COUNTER,ICE_PUNCH,THUNDER_PUNCH,59.7,36.2,64,49.6,aurorus:841;furret:775;walrein:739;cradily:729;stunfisk:566,corsola_galarian:143;altaria:177;cramorant:218;kingdra:343;dragonair_shadow:393
archeops_shadow,Archeops (Shadow),65.3,160.6,81.9,106,1395,WING_ATTACK,ANCIENT_POWER,CRUNCH,51.2,38.9,62.5,23.9,araquanid:731;gourgeist_super:731;talonflame:655;altaria:542;oinkologne:514,corsola_galarian:201;kingdra:233;cramorant:305;dragonair_shadow:322;cradily:413
darmanitan_standard_shadow,Darmanitan (Standard) (Shadow),65.3,149.7,72,138,1490,INCINERATE,ROCK_SLIDE,OVERHEAT,64.8,50.4,43.4,33.8,araquanid:764;cradily:692;altaria:543;ninetales_shadow:536;corsola_galarian:532,kingdra:118;dragonair_shadow:228;cramorant:242;vigoroth:348;annihilape_shadow:460
quilava_shadow,Quilava (Shadow),65.3,126.6,109.4,128,1774,EMBER,FLAME_CHARGE,DIG,57.1,47.9,60,48.8,jumpluff:902;aurorus:679;ninetales_shadow:675;cresselia:582;charjabug:511,kingdra:88;cramorant:130;corsola_galarian:338;cradily:361;altaria:391
exeggcute_shadow,Exeggcute (Shadow),65.2,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,65,50,60.7,44,annihilape_shadow:823;quagsire_shadow:781;marowak:612;stunfisk:605;deoxys_defense:545,cramorant:261;altaria:293;cradily:319;corsola_galarian:338;kingdra:487
yanma,Yanma,65.2,130.8,89.6,146,1713,WING_ATTACK,SILVER_WIND,AERIAL_ACE,56.6,43.1,65.6,33.5,grumpig:660;deoxys_defense:657;medicham:589;araquanid:558;cresselia:554,kingdra:173;cramorant:202;altaria:326;corsola_galarian:327;cradily:392
ambipom,Ambipom,65.1,133.8,100.5,124,1670,SCRATCH,AERIAL_ACE,RETURN,54.8,42.6,64.6,32.5,toxapex:762;lickilicky:596;feraligatr:580;dunsparce:576;stunfisk:560,cradily:184;kingdra:258;altaria:275;cramorant:277;corsola_galarian:399
luxio,Luxio,65.1,133.2,91,139,1687,BITE,WILD_CHARGE,CRUNCH,52.5,31.4,70.5,31.8,lapras:748;grumpig:748;jellicent:571;ninetales_shadow:543;deoxys_defense:514,cramorant:166;kingdra:173;altaria:184;corsola_galarian:197;cradily:256
ponyta,Ponyta,65.1,133.5,108.2,116,1676,EMBER,FLAME_WHEEL,STOMP,64,48.4,63,34.8,electrode_hisuian:823;charjabug:737;annihilape_shadow:650;rillaboom:594;jumpluff:543,cramorant:123;altaria:213;kingdra:241;cradily:295;corsola_galarian:330
chandelure,Chandelure,64.9,151.4,105.2,93,1482,INCINERATE,SHADOW_BALL,ENERGY_BALL,59.2,45.7,49.1,33,deoxys_defense:645;cresselia:623;medicham:607;ninetales_shadow:591;snorlax:510,kingdra:139;corsola_galarian:165;cramorant:210;altaria:438;cradily:479
darmanitan_standard,Darmanitan (Standard),64.9,149.7,72,138,1490,INCINERATE,ROCK_SLIDE,OVERHEAT,58.2,49.2,51,30,araquanid:793;cradily:735;charjabug:670;ninetales_shadow:619;cresselia:605,kingdra:105;dragonair_shadow:192;cramorant:210;corsola_galarian:381;altaria:463
dugtrio,Dugtrio,64.8,136.7,120,100,1643,SUCKER_PUNCH,MUD_BOMB,STONE_EDGE,56.1,42.6,57,34,stunfisk:640;charjabug:600;hypno:595;dusclops:525;dunsparce:505,altaria:221;cradily:253;kingdra:258;cramorant:261;corsola_galarian:485
growlithe,Growlithe,64.8,126.8,90.7,135,1555,EMBER,FLAME_WHEEL,BODY_SLAM,63.3,47.6,61.6,35.1,electrode_hisuian:811;rillaboom:774;charjabug:737;annihilape_shadow:662;jumpluff:544,cramorant:123;kingdra:258;cradily:288;corsola_galarian:320;altaria:373
basculin,Basculin,64.7,133.9,97.1,129,1679,WATER_GUN,AQUA_TAIL,AQUA_JET,57.3,42.8,62.3,35.8,clodsire:810;talonflame:794;aurorus:689;diggersby:616;marowak:534,cramorant:182;kingdra:220;altaria:297;corsola_galarian:320;cradily:340
gloom_shadow,Gloom (Shadow),64.7,121.3,115.9,131,1844,ACID,MOONBLAST,SLUDGE_BOMB,52.7,37,66.7,32.5,electrode_hisuian:641;dunsparce:576;altaria:557;charjabug:557;kingdra:534,vigoroth:251;cramorant:261;dragonair_shadow:318;corsola_galarian:334;cradily:402
heatmor,Heatmor,64.7,134.6,92.6,134,1671,FIRE_SPIN,THUNDER_PUNCH,FLAMETHROWER,57.3,33.7,60.7,37.9,gourgeist_super:705;walrein:675;dusclops:582;jumpluff:555;charjabug:533,kingdra:105;cramorant:170;cradily:291;altaria:326;corsola_galarian:381
luxio_shadow,Luxio (Shadow),64.6,133.7,90.2,139,1677,BITE,WILD_CHARGE,CRUNCH,48.9,35.3,67.9,18.5,deoxys_defense:758;lapras:748;araquanid:719;corsola_galarian:669;grumpig:665,cramorant:166;kingdra:173;cradily:184;altaria:184;dragonair_shadow:216
mankey,Mankey,64.6,136.9,81.5,113,1262,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,67.8,50.7,49.2,33.8,furret:818;vigoroth:712;cradily:676;dragonair_shadow:597;snorlax:597,corsola_galarian:201;cramorant:234;annihilape_shadow:289;altaria:322;kingdra:389
prinplup,Prinplup,64.6,118.6,117,136,1889,BUBBLE,ICY_WIND,BUBBLE_BEAM,65,51.2,58.6,37.4,marowak:595;aurorus:584;ninetales_shadow:580;fearow:544;clodsire:514,kingdra:288;cramorant:333;cradily:340;corsola_galarian:446;altaria:460
sandygast,Sandygast,64.6,113.4,111.7,135,1712,MUD_SHOT,SHADOW_BALL,EARTH_POWER,50.7,32,70.5,35.3,grumpig:651;charjabug:603;stunfisk:529;cresselia:514;deoxys_defense:507,cramorant:47;kingdra:131;altaria:242;cradily:260;corsola_galarian:381
swellow_shadow,Swellow (Shadow),64.6,135.9,99.9,121,1645,WING_ATTACK,BRAVE_BIRD,SKY_ATTACK,46.3,33.4,64.9,28.4,corsola_galarian:702;diggersby:702;jellicent:574;dusclops:566;seismitoad:512,kingdra:194;cradily:208;altaria:221;dragonair_shadow:251;cramorant:261
poliwhirl,Poliwhirl,64.5,114.2,115.9,148,1961,BUBBLE,SCALD,MUD_BOMB,59.6,39.2,67.7,37.9,aurorus:729;quagsire_shadow:601;stunfisk:570;ninetales_shadow:530;fearow:523,cradily:156;altaria:228;kingdra:279;cramorant:337;corsola_galarian:370
darmanitan_galarian_standard,Darmanitan (Galarian),64.4,149.7,72,138,1490,ICE_FANG,AVALANCHE,ICE_PUNCH,63.8,41.2,55.1,47.8,jumpluff:865;electrode_hisuian:800;altaria:750;fearow:735;dragonair_shadow:724,corsola_galarian:284;kingdra:309;vigoroth:313;cramorant:349;cradily:458
darumaka_shadow,Darumaka (Shadow),64.4,131.9,82.3,157,1706,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,59.7,44,54,45.8,electrode_hisuian:843;rillaboom:780;cresselia:614;walrein:611;dusclops:531,kingdra:156;altaria:231;cramorant:261;cradily:322;corsola_galarian:330
darumaka,Darumaka,64.2,131.9,82.3,157,1706,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,58.6,42.3,57.3,48.3,walrein:681;cresselia:659;deoxys_defense:614;jumpluff:592;charjabug:550,kingdra:131;cramorant:218;cradily:267;corsola_galarian:298;altaria:398
exeggcute,Exeggcute,64.2,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,61.9,46.7,63.2,52.1,quagsire_shadow:802;stunfisk:707;marowak:535;annihilape_shadow:531;diggersby:517,altaria:199;corsola_galarian:273;dragonair_shadow:279;cradily:305;kingdra:406
porygon2,Porygon2,64.2,122.1,117.9,127,1830,LOCK_ON,TRI_ATTACK,ZAP_CANNON,57.4,52.6,73.4,29.7,jellicent:724;feraligatr:641;araquanid:570;lapras:551;charjabug:511,altaria:94;cradily:190;kingdra:305;cramorant:309;corsola_galarian:431
banette_shadow,Banette (Shadow),64.1,145.9,91.6,115,1538,SHADOW_CLAW,SHADOW_BALL,DAZZLING_GLEAM,53.3,39,55.1,32.5,annihilape:843;annihilape_shadow:821;cradily:769;lanturn:656;dondozo:578,corsola_galarian:262;altaria:264;kingdra:300;cramorant:305;dragonair_shadow:322
shaymin_land,Shaymin (Land),64,117.8,122.2,132,1902,MAGICAL_LEAF,GRASS_KNOT,SEED_FLARE,54,28.2,69.5,44.2,quagsire_shadow:920;stunfisk:700;marowak:659;jellicent:590;furret:575,altaria:101;cradily:201;cramorant:289;kingdra:309;corsola_galarian:424
vileplume,Vileplume,64,128.8,112.7,120,1743,ACID,SLUDGE_BOMB,PETAL_BLIZZARD,51,35.1,70.2,29.2,stunfisk:687;electrode_hisuian:620;charjabug:604;dunsparce:575;kingdra:520,corsola_galarian:143;cramorant:238;dragonair_shadow:279;cradily:375;altaria:384
simipour,Simipour,63.9,135.9,95.8,126,1642,BITE,SURF,CRUNCH,55.1,47.3,67.7,23.4,talonflame:789;grumpig:722;aurorus:682;oranguru:531;marowak:519,cramorant:186;altaria:326;cradily:336;corsola_galarian:410;kingdra:432
brionne,Brionne,63.7,125.8,117,121,1783,CHARM,AQUA_JET,DISARMING_VOICE,56.1,35.4,66.7,39.1,medicham:553;turtonator:537;feraligatr:533;kingdra:512;quagsire_shadow:512,cradily:184;vigoroth:251;altaria:322;corsola_galarian:410;dragonair_shadow:472
flaaffy,Flaaffy,63.7,121.5,100.4,151,1844,CHARGE_BEAM,DISCHARGE,TRAILBLAZE,58.9,41,60.5,43.5,cramorant:589;jellicent:589;deoxys_defense:549;fearow:533;araquanid:503,dragonair_shadow:236;corsola_galarian:262;altaria:275;cradily:336;kingdra:368
onix,Onix,63.7,84,207.5,105,1831,ROCK_THROW,ROCK_SLIDE,SAND_TOMB,60.5,43.1,62.1,61.5,talonflame:880;charjabug:742;fearow:657;lickilicky:566;altaria:519,kingdra:216;dragonair_shadow:216;cradily:246;corsola_galarian:431;cramorant:448
archen,Archen,63.6,159.5,76,116,1408,WING_ATTACK,ANCIENT_POWER,CRUNCH,50,39.5,62.1,21.6,gourgeist_super:771;araquanid:754;talonflame:719;oinkologne:590;altaria:581,kingdra:216;dragonair_shadow:251;cramorant:261;cradily:340;corsola_galarian:435
klawf,Klawf,63.6,121,128.1,119,1846,MUD_SLAP,BULLDOZE,ROCK_TOMB,56.8,34.8,65.3,33,oinkologne:701;charjabug:613;talonflame:563;fearow:533;shelgon:512,cramorant:154;kingdra:182;cradily:381;altaria:405;corsola_galarian:442
quilava,Quilava,63.5,126.6,109.4,128,1774,EMBER,FLAME_CHARGE,DIG,56.9,44.6,59.6,53.4,gourgeist_super:855;cresselia:671;charjabug:585;jumpluff:582;ninetales_shadow:542,kingdra:88;cramorant:253;cradily:288;corsola_galarian:309;altaria:362
tsareena,Tsareena,63.4,130.4,120.6,109,1715,MAGICAL_LEAF,TRIPLE_AXEL,HIGH_JUMP_KICK,58.7,35,56.5,47.3,quagsire_shadow:922;stunfisk:770;jellicent:522;snorlax:518;furret:509,cradily:211;cramorant:253;kingdra:300;corsola_galarian:359;altaria:409
glimmora,Glimmora,63.3,137.6,102.9,115,1631,ROCK_THROW,METEOR_BEAM,POWER_GEM,66.3,39.6,48.9,56.2,fearow:856;cramorant:821;ninetales_shadow:721;jumpluff:608;cradily:517,corsola_galarian:284;kingdra:300;vigoroth:334;dragonair_shadow:354;altaria:481
indeedee_female,Indeedee (Female),63.3,121.7,128.2,118,1842,EXTRASENSORY,ENERGY_BALL,PSYCHIC,53.2,37.8,68.8,32.3,seismitoad:686;jellicent:648;quagsire:588;feraligatr:572;corsola_galarian:516,kingdra:182;dragonair_shadow:216;cramorant:226;cradily:302;altaria:413
kubfu,Kubfu,63.3,136.5,95.5,125,1632,COUNTER,CLOSE_COMBAT,BRICK_BREAK,60.2,42.9,58.4,49.6,aurorus:828;dunsparce:696;stunfisk:588;furret:584;oinkologne:580,corsola_galarian:187;cramorant:218;altaria:271;kingdra:317;cradily:447
noivern_shadow,Noivern (Shadow),63.3,125.4,113.5,126,1794,BITE,HEAT_WAVE,HURRICANE,49.9,35.3,65.6,25.6,gourgeist_super:753;deoxys_defense:690;araquanid:603;rillaboom:595;charjabug:507,kingdra:156;cramorant:186;altaria:289;cradily:322;corsola_galarian:485
tentacool,Tentacool,63.3,94.1,137.8,113,1466,POISON_STING,WRAP,WATER_PULSE,57.3,53.9,57.9,52.9,blaziken:681;blaziken_shadow:646;charizard_shadow:619;abomasnow:557;ninetales_shadow:517,corsola_galarian:251;kingdra:326;cramorant:365;cradily:385;altaria:427
archeops,Archeops,63.2,160.6,81.9,106,1395,WING_ATTACK,ANCIENT_POWER,CRUNCH,49.4,37.9,61,21.6,araquanid:768;gourgeist_super:768;talonflame:712;altaria:655;oinkologne:589,kingdra:194;dragonair_shadow:251;cramorant:261;cradily:340;corsola_galarian:435
tentacool_shadow,Tentacool (Shadow),63,94.1,137.8,113,1466,POISON_STING,WRAP,WATER_PULSE,57.3,49.5,56.8,49.8,talonflame:800;aurorus_shadow:800;machoke_shadow:659;ninetales_shadow:584;ninetales:517,corsola_galarian:248;cradily:312;kingdra:368;cramorant:392;altaria:431
urshifu_rapid_strike,Urshifu (Rapid Strike),63,136.5,97.7,121,1616,COUNTER,AQUA_JET,DYNAMIC_PUNCH,55.8,34.5,64.2,46.8,aurorus:880;dunsparce:681;walrein:648;furret:603;feraligatr:520,corsola_galarian:143;altaria:177;cramorant:222;kingdra:389;cradily:413
arboliva,Arboliva,62.9,129.2,116.6,115,1734,MAGICAL_LEAF,EARTH_POWER,TRAILBLAZE,58.4,31,54.9,51.3,quagsire_shadow:926;jellicent:778;stunfisk:778;corsola_galarian:578;snorlax:534,altaria:159;dragonair_shadow:177;cramorant:253;kingdra:300;cradily:340
goldeen,Goldeen,62.7,115.9,105,120,1462,PECK,AQUA_TAIL,HORN_ATTACK,60.5,51.8,57,38.4,charizard_shadow:883;aerodactyl_shadow:770;flamigo:733;diggersby:558;quagsire:533,altaria:210;cradily:250;corsola_galarian:255;cramorant:265;kingdra:326
dwebble,Dwebble,62.6,111.7,120.1,127,1706,SMACK_DOWN,ROCK_TOMB,X_SCISSOR,55.9,39,64.7,44.7,talonflame:807;dewgong:629;charjabug:543;vigoroth:535;fearow:511,kingdra:207;corsola_galarian:298;altaria:322;cradily:371;cramorant:416
dwebble_shadow,Dwebble (Shadow),62.6,111.7,120.1,127,1706,SMACK_DOWN,ROCK_TOMB,X_SCISSOR,56.6,38.9,60.2,45.5,talonflame:775;toucannon_shadow:744;deoxys_defense:618;charjabug:519;jumpluff:503,cradily:225;kingdra:233;corsola_galarian:262;altaria:380;cramorant:384
manectric_shadow,Manectric (Shadow),62.6,142.4,91.3,121,1574,SNARL,WILD_CHARGE,PSYCHIC_FANGS,59.7,58.9,70,18.3,jellicent:764;lapras:735;aurorus:690;altaria:648;annihilape_shadow:599,kingdra:131;cradily:236;cramorant:285;corsola_galarian:298;dragonair_shadow:381
rotom_fan,Rotom (Fan),62.6,128.8,144.9,93,1737,ASTONISH,THUNDERBOLT,OMINOUS_WIND,56.1,33.5,65.4,40.2,fearow:602;deoxys_defense:602;araquanid:575;medicham:532;cramorant:516,cradily:197;altaria:206;kingdra:241;dragonair_shadow:263;corsola_galarian:460
donphan,Donphan,62.5,125.2,113.1,126,1786,MUD_SLAP,TRAILBLAZE,EARTHQUAKE,57.7,38.1,56.5,43.5,clodsire:746;stunfisk:710;charjabug:650;marowak:543;deoxys_defense:503,altaria:148;cradily:211;kingdra:271;cramorant:285;corsola_galarian:392
oricorio_pom_pom,Oricorio (Pom-Pom),62.4,130.8,102,128,1710,AIR_SLASH,AIR_CUTTER,HURRICANE,53.3,36.5,66.5,36.6,jumpluff:656;fearow:621;araquanid:605;medicham:535;cramorant:515,cradily:184;altaria:206;dragonair_shadow:240;kingdra:241;corsola_galarian:334
rotom_wash,Rotom (Wash),62.4,128.8,144.9,93,1737,THUNDER_SHOCK,THUNDERBOLT,HYDRO_PUMP,46.6,25.1,71.1,27.9,cramorant:612;kingdra:559;araquanid:559;lapras:553;feraligatr:553,cradily:93;dragonair_shadow:122;altaria:134;vigoroth:168;corsola_galarian:345
shellos,Shellos,62.4,99.1,100.8,166,1660,MUD_SLAP,WATER_PULSE,BODY_SLAM,58.4,41.2,63.5,38.4,aurorus:701;turtonator:617;ninetales_shadow:554;walrein:515;toxapex:506,cradily:156;altaria:184;cramorant:250;corsola_galarian:338;kingdra:372
flaaffy_shadow,Flaaffy (Shadow),62.3,121.5,100.4,151,1844,CHARGE_BEAM,DISCHARGE,TRAILBLAZE,51.5,33.9,60.3,35.8,dewgong:758;talonflame:692;cramorant:609;jellicent:586;lapras:506,dragonair_shadow:122;kingdra:161;cradily:232;altaria:300;corsola_galarian:316
inteleon,Inteleon,62.3,153.4,89,107,1462,WATER_GUN,SNIPE_SHOT,HYDRO_CANNON,51.7,40.7,54.7,27.9,clodsire:771;talonflame:733;aurorus:612;turtonator:537;diggersby:523,kingdra:156;cramorant:182;altaria:297;cradily:454;corsola_galarian:496
mudbray,Mudbray,62.3,129.8,98.6,134,1717,MUD_SLAP,BULLDOZE,BODY_SLAM,55.5,34.2,58.9,40.2,toxapex:772;clodsire:742;stunfisk:701;charjabug:664;dunsparce:597,cramorant:115;cradily:218;altaria:224;kingdra:233;corsola_galarian:251
azelf,Azelf,62.2,152.5,90.3,106,1461,CONFUSION,SWIFT,FUTURE_SIGHT,65.8,55,53.6,33.3,annihilape_shadow:820;annihilape:806;pelipper:712;talonflame:599;toxapex:584,corsola_galarian:219;kingdra:258;cramorant:321;cradily:333;altaria:416
vileplume_shadow,Vileplume (Shadow),62.2,128.8,112.7,120,1743,ACID,MOONBLAST,SLUDGE_BOMB,48.7,33.7,61.9,29,electrode_hisuian:604;rillaboom:600;dunsparce:550;altaria:512;charjabug:512,kingdra:233;cramorant:265;dragonair_shadow:318;corsola_galarian:345;cradily:447
elgyem,Elgyem,62.1,133.6,95.4,132,1685,CONFUSION,DARK_PULSE,PSYCHIC,58.6,50,59.5,37.6,annihilape_shadow:810;clodsire:553;seaking:526;oranguru:515;seismitoad:511,cradily:232;corsola_galarian:241;altaria:242;kingdra:300;cramorant:337
glimmet,Glimmet,62,147.1,90.8,114,1525,ROCK_THROW,POWER_GEM,DAZZLING_GLEAM,66.1,39.3,43.1,54.1,ninetales_shadow:890;talonflame:877;cramorant:837;fearow:820;jumpluff:578,corsola_galarian:284;kingdra:343;dragonair_shadow:354;cradily:381;altaria:474
stonjourner,Stonjourner,62,125.5,107.9,132,1790,ROCK_THROW,ROCK_SLIDE,STOMP,61,39.2,61.2,55.9,talonflame:871;fearow:844;cramorant:575;charjabug:564;walrein:553,corsola_galarian:237;cradily:253;kingdra:300;dragonair_shadow:322;altaria:427
arcanine_hisuian,Arcanine (Hisuian),61.9,132.4,99.4,129,1699,SNARL,WILD_CHARGE,ROCK_SLIDE,54.3,36.4,59.5,28.4,talonflame:872;walrein:643;ninetales_shadow:639;dusknoir_shadow:616;cresselia:577,cramorant:63;kingdra:105;cradily:256;corsola_galarian:320;altaria:409
geodude_shadow,Geodude (Shadow),61.9,123.5,123.5,113,1724,ROCK_THROW,ROCK_TOMB,ROCK_SLIDE,66.8,42.5,42.7,48.6,talonflame:893;ninetales_shadow:889;fearow:853;cramorant:836;charjabug:685,corsola_galarian:284;cradily:298;kingdra:343;dragonair_shadow:358;altaria:438
donphan_shadow,Donphan (Shadow),61.8,125.2,113.1,126,1786,MUD_SLAP,TRAILBLAZE,EARTHQUAKE,59.7,39.6,48.5,40.7,clodsire:730;stunfisk:674;charjabug:607;hypno:595;dunsparce:587,altaria:188;cradily:253;kingdra:330;cramorant:349;corsola_galarian:453
skorupi_shadow,Skorupi (Shadow),61.7,90.7,139.4,113,1430,INFESTATION,CROSS_POISON,AQUA_TAIL,59.1,47.6,55.6,37.1,electrode_hisuian:836;rillaboom:756;machoke_shadow:721;abomasnow:561;charjabug:513,corsola_galarian:205;altaria:221;cramorant:265;kingdra:326;cradily:347
rotom_heat,Rotom (Heat),61.6,128.8,144.9,93,1737,THUNDER_SHOCK,OVERHEAT,THUNDERBOLT,50.4,28.4,70.2,29.2,ninetales_shadow:715;jumpluff:672;charjabug:661;walrein:655;electrode_hisuian:639,dragonair_shadow:110;kingdra:173;cradily:354;altaria:394;corsola_galarian:435
pineco,Pineco,61.5,103.3,115.1,127,1511,BUG_BITE,ROCK_TOMB,SAND_TOMB,58.4,40.7,55.9,53.6,cresselia:641;deoxys_defense:598;rillaboom:590;seismitoad:519;electrode_hisuian:507,cramorant:178;altaria:199;corsola_galarian:276;kingdra:330;cradily:357
weepinbell_shadow,Weepinbell (Shadow),61.5,139.3,82.6,140,1613,ACID,POWER_WHIP,SLUDGE_BOMB,45.9,31,60.2,27.4,stunfisk:600;rillaboom:596;dunsparce:567;electrode_hisuian:539;diggersby:514,cramorant:253;altaria:264;kingdra:271;corsola_galarian:453;cradily:486
